partner_id,name,phone,vehicle_type,rating
261,Jeffrey Skinner,6804019188,Scooter,3.2
262,Donald Rivera,362027346,Bike,4.2
263,Steven Garcia,9756735873,Bike,1.7
264,Nicole Mclean,6198778466,Car,1.1
265,Carlos Smith,5496195708,Bike,4.9
266,Alex Lawson,2165525350,Scooter,4.6
267,Nicholas Garrett,6529342238,Scooter,1.2
268,Jason Bryant,6705485015,Car,4.1
269,Brandon Ball,4829230435,Car,4.4
270,Brent Johnson,7893580706,Bike,3.6
271,Zachary Rogers,6822055171,Bike,1.9
272,Michael Hardy,1627422770,Car,4.6
273,Christopher Griffin,8031202963,Bike,1.2
274,Brian Griffin,8461969375,Bike,4.5
275,Steven Collins,5892364291,Car,4.2
276,Deborah Gonzalez,7182382176,Car,4.3
277,Todd Johnson,5521046557,Scooter,3.5
278,Jessica Torres,4816059464,Bike,3.9
279,Tina Lindsey,9297159707,Scooter,2.4
280,Clarence Torres,2185972678,Bike,4.7
281,Henry Mercado,7545229993,Bike,2.6
282,Jeffrey Montgomery,616895734,Scooter,2.8
283,Emily Wood,6623013093,Scooter,3.2
284,Erika Sullivan,5234548467,Bike,4.4
285,Jeffrey Rose,1270749020,Car,3.9
286,Travis Robertson,694389867,Bike,3.9
287,John Ellis,8892475685,Scooter,4.0
288,Bobby Little,7269120311,Bike,3.6
289,Thomas Jackson,4458565532,Car,4.2
290,Jason Bishop,9357765216,Car,4.2
291,Donald Hinton,1898789457,Bike,2.8
292,Belinda Gardner,5899564433,Scooter,2.6
293,Brandy Atkins,9865870424,Car,2.1
294,Jessica Martin,8591148174,Car,2.7
295,Ryan Rhodes,8878063200,Bike,1.6
296,Scott Williamson,9031726700,Bike,4.1
297,Daniel Morales,2055123922,Car,4.8
298,Dalton Armstrong,2065044029,Bike,4.9
299,Jodi Taylor,1391335047,Car,4.2
300,Jessica Peters,9597064319,Bike,4.7
301,Katherine Guzman,8815472990,Bike,4.9
302,Robert Romero,3761934924,Bike,5.0
303,Danielle Hamilton,4675053918,Car,3.8
304,Richard Allen,3337379710,Car,3.1
305,Aaron Henry,9462291627,Car,1.7
306,Thomas Carroll Jr.,2927328135,Car,4.0
307,Derek Foster,3446542064,Scooter,2.5
308,Tonya Smith,4864783747,Scooter,1.4
309,Steven Roberts,3734406888,Car,1.8
310,Dan Alexander,5213933814,Car,2.3
311,Stephanie Estes MD,4097248664,Bike,3.0
312,Brittany Lynch,7640379259,Car,4.3
313,Heidi Montoya,2212200457,Scooter,4.4
314,Sarah Torres,9957397262,Bike,4.8
315,Alexander Malone,6228032152,Bike,3.8
316,Ruben Bryant,3233732179,Bike,1.1
317,Madison Garcia,6873698632,Scooter,4.1
318,Gina Richardson,4888561725,Bike,2.4
319,Ethan Washington,4352123517,Bike,3.5
320,Jesse Collins,9436342410,Car,1.1
321,Brenda Chavez,9406718332,Scooter,5.0
322,Angela Miles,9585054658,Scooter,2.2
323,Marissa Davila,8340720333,Scooter,2.3
324,Joshua Mason,970657871,Car,3.4
325,David Lewis,5065134907,Scooter,3.5
326,Tracy Benton,1848936197,Bike,4.7
327,Karl Johnson,7606165002,Scooter,3.7
328,Andrew Nelson,1656168168,Scooter,1.7
329,Daniel Fisher,6114864280,Car,3.9
330,Marc Bush,6611786492,Car,3.2
331,Andrew Reed,7038927578,Scooter,4.8
332,Morgan Wang,7345821968,Car,3.9
333,Maria Proctor,8047367868,Car,4.7
334,Edward Baker,6388940025,Scooter,2.3
335,Miranda Wallace,1336973022,Bike,3.5
336,Alexander Ewing,2926255876,Scooter,3.6
337,Michael Doyle,7433077662,Car,4.5
338,George Walsh,2744457246,Scooter,1.3
339,Matthew Shaffer,9934403358,Scooter,5.0
340,Emily Myers,1722541390,Bike,4.3
341,Bradley Carrillo,8982653441,Bike,2.7
342,Cassidy Wright,4239362812,Scooter,2.1
343,Ashley Levine,1514402270,Car,4.7
344,Michelle Lewis,7167331441,Car,4.9
345,Julia Vincent,2253121461,Bike,3.5
346,James Herrera,5238640746,Car,1.7
347,Megan Bennett,1991347863,Car,4.4
348,Kristina Johnson,2821773378,Car,2.2
349,Miss Wanda Brown MD,8169906096,Scooter,2.1
350,Cody Ramirez,9459433635,Bike,3.7
351,Johnny Chung,3427420857,Bike,2.9
352,Jonathan Fox,7647223009,Car,2.1
353,Alexis Jones,7180709198,Bike,3.3
354,Tyler Silva,4792584757,Car,2.9
355,Michelle Schultz,2092280866,Bike,3.2
356,Susan Sullivan,1273720875,Scooter,3.7
357,Tara Green,5317560538,Bike,3.2
358,Jessica Liu,9371283073,Bike,1.1
359,Carla Taylor,9020967497,Car,1.2
360,Colton Jimenez,1628728460,Car,4.8
361,Caitlin Richardson,829203452,Car,2.6
362,Rhonda James,3546410001,Bike,4.1
363,Emily White,7239660185,Car,3.6
364,Kathleen Wilson,2887432837,Car,2.3
365,Sean Hill,4887148041,Bike,4.8
366,Diane Diaz,5009605390,Scooter,1.6
367,Joshua Prince,6685359838,Bike,2.9
368,Michael Harris,3674794532,Car,1.2
369,Zachary Malone,978689688,Scooter,2.6
370,Stephen King,9066633565,Bike,4.4
371,Gloria White,537042210,Car,2.8
372,Nicholas Holt,7007241201,Bike,3.1
373,Brittney Zuniga,5576429781,Car,3.5
374,Richard Rowe,3788742164,Bike,4.8
375,Kari Price,202297981,Scooter,2.9
376,Matthew Edwards,3279555951,Car,3.1
377,Katie Mullins,1340160547,Car,2.6
378,Dustin Crawford,8255377459,Scooter,4.2
379,Donna Martinez,4646069526,Car,3.3
380,Taylor Armstrong,157448612,Car,3.9
381,Amber Brown,8327255739,Bike,4.9
382,Marissa Conner,8824958482,Car,1.6
383,Lisa Lyons,1750396132,Car,2.1
384,Leslie Garrett,1986978940,Car,2.4
385,Paul Buck,7429925371,Car,2.0
386,Joshua Sellers,1296122132,Car,2.6
387,Cheyenne Alvarado,2501986535,Scooter,4.3
388,Sharon Morrison,659813052,Scooter,1.4
389,Rodney Coleman,368213966,Bike,2.0
390,Zachary Miller,536367521,Bike,3.3
391,Vincent Wood,1190747345,Car,4.3
392,Mrs. Megan Lane,5704347296,Bike,4.4
393,Michelle Phillips,823597076,Scooter,1.1
394,Amber Wheeler,6204834188,Bike,2.3
395,Shannon Sanchez,3987082032,Car,4.4
396,Robert Crawford,121037220,Car,4.8
397,Brandon Martin,6707914552,Car,3.6
398,Joe Ferguson,9212778938,Car,2.6
399,Peter Wright,7504409037,Car,4.8
400,Debbie Rogers,6172765729,Car,4.5
401,Carolyn Howe,2622394819,Car,3.6
402,Nicholas Bennett,6163124689,Car,1.5
403,Andrea Brady,3783880395,Scooter,4.5
404,Monica Morrison,2327102828,Scooter,3.3
405,Jamie Delgado,7759287602,Bike,4.1
406,Nicole Mcdaniel,3076257185,Bike,4.1
407,Michael Fuller,8318569939,Bike,2.1
408,Susan Hays,4540210655,Bike,3.8
409,Crystal Sparks,3857875076,Car,1.9
410,Morgan Scott,7023682839,Bike,2.3
411,Andre Baker,4247242132,Bike,2.2
412,Drew Kelly,4796121614,Bike,4.1
413,David Johnson,83962929,Scooter,2.9
414,Sheila Sparks,2194397484,Scooter,3.1
415,Elizabeth Holland,8658199003,Scooter,3.7
416,Douglas Schroeder,4133126007,Car,4.8
417,Ellen Combs,6283141651,Bike,2.2
418,Benjamin Weber,2929758665,Bike,2.1
419,Judy Summers,7169726269,Bike,1.4
420,Mark Stewart,2036448217,Bike,3.2
421,Wendy Waller,1245997869,Car,3.0
422,Mark Bates,3232884692,Car,4.4
423,Matthew Perez,3539109046,Bike,2.7
424,Cameron Roman,9908728284,Bike,4.4
425,Brandon Williams,4978509430,Scooter,1.7
426,Jennifer Wright,4673151822,Bike,1.1
427,Kyle Hill,920094321,Car,4.8
428,Rachel Fitzpatrick,5122136413,Car,2.0
429,Raymond Johnson,1891122376,Scooter,3.3
430,Raymond Brooks,2908558960,Car,4.0
431,Amy Beck,9775448134,Scooter,1.4
432,Karen Wiggins,1743676539,Bike,4.0
433,Christopher Rivera,6413660951,Car,2.5
434,Benjamin Hawkins,6711025168,Bike,2.2
435,Isaiah Evans,8524643243,Bike,1.4
436,Lisa Mitchell,7785266231,Scooter,1.2
437,Michael Morris,8741413216,Bike,3.5
438,Brian Bailey,9414000541,Car,3.1
439,Albert Davis,8369162656,Scooter,3.3
440,Daniel Mccall,318512773,Car,4.2
441,David Baird,2782373129,Bike,4.3
442,Toni Warner,5318293583,Car,4.0
443,Courtney Flowers,9936335022,Bike,2.8
444,Ashley Parker,3720919066,Bike,4.3
445,Scott Carter,3443640685,Bike,4.1
446,Hannah Thompson,6744255336,Bike,3.6
447,Jose Klein,6883073109,Scooter,2.6
448,Christopher Anderson,4267409236,Car,4.1
449,Bradley Chandler,8004713231,Car,1.3
450,Linda Thompson,5810162358,Bike,3.9
451,Edward Valenzuela,7890748979,Scooter,2.9
452,Madeline Brown,7660950246,Bike,2.4
453,David Brown,6035471997,Scooter,1.6
454,Ariana Hale,806603215,Car,1.1
455,Katie Tate,5061997239,Bike,2.4
456,John Pitts,7390848277,Car,4.0
457,Sheila Hayes,1994731956,Bike,3.9
458,Rebecca Rivera,2349222243,Car,3.2
459,Caitlin Ryan,4982583458,Bike,4.8
460,Monica Wood,7418390817,Bike,3.8
461,Timothy Johnson,6490687955,Car,3.3
462,Jason Davis,8138626926,Bike,3.9
463,Peter Mitchell,1735181164,Car,3.3
464,Corey Stevenson,283136845,Bike,2.8
465,Lucas Wright,1529926598,Bike,2.9
466,Timothy Long,2877169547,Bike,3.4
467,David Scott,4011665718,Car,3.6
468,Marcus Pierce,1783812516,Car,1.4
469,Joseph Lopez,5175596787,Car,1.7
470,William Miller,7978693129,Scooter,1.8
471,Cheryl Rodriguez,4816508769,Car,3.9
472,Nathaniel Hoover,7061856782,Bike,4.0
473,Sara Moran,7406519196,Scooter,4.7
474,Eric Savage DDS,8596264615,Car,1.8
475,Jonathon Duncan,1651562091,Scooter,3.7
476,Ruth Snyder,1547709534,Scooter,1.8
477,Kimberly Jackson,4997535830,Scooter,3.8
478,Leslie Martin,1890713108,Car,1.4
479,Yvette Bush,1868896945,Scooter,4.3
480,Dr. Casey Jones MD,148154261,Bike,2.1
481,Amanda Williams,7234460178,Car,2.1
482,Katrina Green,3883319844,Scooter,4.1
483,Randy Burns,6330744666,Bike,1.9
484,Michael Johnson,2220557856,Scooter,2.2
485,Andrew Hunter,2775896164,Bike,1.9
486,Steven Butler,3173560894,Bike,1.3
487,Tara Peterson,9835272377,Car,1.8
488,Carolyn Gaines,2291210179,Bike,2.1
489,Patricia Le,1127866837,Bike,3.9
490,Samantha Martin,7663288241,Bike,4.9
491,Matthew Carpenter,5999175675,Bike,2.2
492,Patrick Price,381337897,Bike,4.4
493,Jason Johnston DVM,3703791862,Car,4.1
494,Stephen Cole,5589011095,Car,4.9
495,Albert Schmidt,4798935460,Bike,1.3
496,Vanessa Dennis,4673854937,Bike,2.0
497,Rebekah Graves,8651379235,Scooter,4.4
498,Olivia Golden,9304235621,Bike,1.8
499,David Wright,9614252232,Scooter,1.7
500,Sara Roberts,183421202,Bike,3.7
